Data;Descrição;Cor;Quantidade;Valor;Situação;Cliente_ID;Região;Canal_Venda;Desconto;Campanha_Marketing;Categoria_Produto;Valor_Final;Ticket_Medio
2025-01-09;Fita;Verde;7;85.00;Não pago;1010;Centro-Oeste;Loja Física;0;Nenhuma;Material;595.00;218.96
2025-01-09;Alicate;Preto;2;92.00;Não pago;1011;Centro-Oeste;Online;15;Nenhuma;Ferramenta;156.40;227.44
2025-01-09;Marreta;Azul;3;52.00;Pago;1096;Leste;Loja Física;5;Campanha A;Ferramenta;148.20;230.83
2025-01-09;Lanterna;Vermelho;8;88.00;Pago;1085;Oeste;Online;10;Campanha A;Eletrônico;633.60;235.54
2025-01-09;Parafuso;Amarelo;9;88.00;Não pago;1052;Centro-Oeste;Online;5;Campanha A;Material;752.40;248.45
2025-01-09;Marreta;Verde;4;14.00;Pago;1008;Centro-Oeste;Online;10;Nenhuma;Ferramenta;50.40;243.07
2025-01-09;Alicate;Vermelho;9;37.00;Pago;1070;Oeste;Online;0;Campanha A;Ferramenta;333.00;231.15
2025-01-09;Parafuso;Amarelo;2;27.00;Pago;1016;Norte;Online;15;Nenhuma;Material;45.90;244.52
2025-01-09;Fita;Verde;5;24.00;Não pago;1060;Centro-Oeste;Loja Física;10;Campanha A;Material;108.00;230.64
2025-01-09;Alicate;Verde;2;64.00;Não pago;1009;Centro-Oeste;Loja Física;5;Campanha A;Ferramenta;121.60;246.80
2025-01-09;Marreta;Azul;1;70.00;Não pago;1037;Oeste;Online;5;Campanha A;Ferramenta;66.50;222.72
2025-01-09;Martelo;Vermelho;5;26.00;Pago;1038;Oeste;Loja Física;0;Campanha A;Ferramenta;130.00;254.10
2025-01-09;Cola;Verde;2;54.00;Pago;1088;Leste;Online;0;Campanha B;Material;108.00;260.44
2025-01-09;Lanterna;Verde;7;15.00;Não pago;1090;Leste;Online;10;Campanha A;Eletrônico;94.50;231.73
2025-01-09;Marreta;Amarelo;8;29.00;Não pago;1093;Norte;Online;15;Campanha B;Ferramenta;197.20;254.28
2025-01-09;Parafuso;Azul;2;74.00;Não pago;1029;Norte;Online;10;Nenhuma;Material;133.20;241.29
2025-01-09;Alicate;Preto;7;28.00;Pago;1033;Norte;Loja Física;5;Nenhuma;Ferramenta;186.20;218.25
2025-01-09;Cola;Azul;4;59.00;Não pago;1032;Sul;Online;10;Campanha B;Material;212.40;240.44
2025-01-09;Alicate;Preto;1;73.00;Não pago;1031;Oeste;Online;0;Nenhuma;Ferramenta;73.00;210.38
2025-01-09;Parafuso;Vermelho;3;21.00;Não pago;1011;Centro-Oeste;Online;10;Campanha A;Material;56.70;227.44
2025-01-09;Alicate;Vermelho;1;10.00;Pago;1086;Oeste;Online;0;Campanha B;Ferramenta;10.00;209.64
2025-01-09;Martelo;Verde;5;4.00;Não pago;1092;Oeste;Loja Física;5;Campanha B;Ferramenta;19.00;221.13
2025-01-09;Cola;Vermelho;8;62.00;Pago;1064;Norte;Online;15;Nenhuma;Material;421.60;247.13
2025-01-10;Cola;Verde;1;4.00;Não pago;1083;Oeste;Loja Física;10;Nenhuma;Material;3.60;248.57
2025-01-10;Parafuso;Azul;9;6.00;Pago;1009;Sul;Loja Física;0;Campanha B;Material;54.00;246.80
2025-01-10;Lanterna;Vermelho;3;90.00;Não pago;1018;Centro-Oeste;Loja Física;10;Nenhuma;Eletrônico;243.00;244.38
2025-01-10;Martelo;Azul;5;80.00;Não pago;1022;Norte;Loja Física;0;Campanha B;Ferramenta;400.00;234.32
2025-01-10;Marreta;Azul;9;72.00;Pago;1084;Leste;Online;0;Campanha B;Ferramenta;648.00;205.93
2025-01-10;Alicate;Vermelho;5;92.00;Não pago;1056;Centro-Oeste;Loja Física;0;Campanha B;Ferramenta;460.00;203.09
2025-01-10;Fita;Azul;9;16.00;Não pago;1098;Leste;Loja Física;10;Campanha A;Material;129.60;214.63
2025-01-10;Alicate;Vermelho;8;38.00;Não pago;1058;Leste;Loja Física;0;Campanha A;Ferramenta;304.00;254.17
2025-01-10;Alicate;Vermelho;7;49.00;Não pago;1095;Oeste;Loja Física;10;Nenhuma;Ferramenta;308.70;237.81
2025-01-10;Marreta;Vermelho;1;61.00;Pago;1053;Centro-Oeste;Loja Física;0;Campanha B;Ferramenta;61.00;202.24
2025-01-10;Alicate;Preto;4;65.00;Pago;1073;Sul;Online;15;Nenhuma;Ferramenta;221.00;230.82
2025-01-10;Martelo;Azul;9;83.00;Pago;1001;Oeste;Online;0;Campanha A;Ferramenta;747.00;230.52
2025-01-10;Martelo;Amarelo;8;50.00;Pago;1099;Leste;Loja Física;10;Nenhuma;Ferramenta;360.00;238.75
2025-01-10;Cola;Vermelho;4;17.00;Pago;1047;Centro-Oeste;Loja Física;10;Campanha B;Material;61.20;228.32
2025-01-10;Parafuso;Azul;1;28.00;Pago;1005;Oeste;Online;10;Campanha B;Material;25.20;223.89
2025-01-10;Lanterna;Verde;4;44.00;Pago;1042;Centro-Oeste;Loja Física;5;Campanha A;Eletrônico;167.20;211.40
2025-01-10;Fita;Vermelho;3;12.00;Pago;1016;Norte;Online;15;Campanha B;Material;30.60;244.52
2025-01-10;Alicate;Vermelho;6;70.00;Não pago;1078;Sul;Loja Física;15;Nenhuma;Ferramenta;357.00;242.70
2025-01-10;Alicate;Amarelo;5;71.00;Não pago;1035;Sul;Loja Física;15;Campanha B;Ferramenta;301.75;232.19
2025-01-10;Marreta;Preto;5;72.00;Pago;1023;Sul;Online;5;Campanha A;Ferramenta;342.00;242.16
2025-01-10;Parafuso;Preto;2;3.00;Pago;1060;Leste;Loja Física;5;Campanha B;Material;5.70;230.64
2025-01-10;Martelo;Vermelho;3;49.00;Pago;1028;Leste;Loja Física;15;Campanha A;Ferramenta;124.95;226.52
2025-01-10;Fita;Azul;6;21.00;Não pago;1077;Sul;Online;0;Campanha B;Material;126.00;243.96
2025-01-10;Cola;Verde;2;8.00;Pago;1057;Centro-Oeste;Loja Física;0;Campanha A;Material;16.00;237.56
2025-01-10;Martelo;Verde;4;64.00;Pago;1065;Indefinida;Online;15;Campanha A;Ferramenta;217.60;270.19
2025-01-10;Parafuso;Azul;2;92.00;Pago;1085;Leste;Loja Física;0;Campanha B;Material;184.00;235.54
2025-01-10;Lanterna;Vermelho;9;59.00;Pago;1052;Indefinida;Online;10;Nenhuma;Eletrônico;477.90;248.45
2025-01-11;Cola;Verde;3;30.00;Não pago;1069;Oeste;Loja Física;5;Campanha A;Material;85.50;201.87
2025-01-11;Lanterna;Preto;6;32.00;Pago;1008;Leste;Online;15;Campanha B;Eletrônico;163.20;243.07
2025-01-11;Marreta;Azul;1;75.00;Não pago;1075;Sul;Online;0;Nenhuma;Ferramenta;75.00;240.01
2025-01-11;Marreta;Amarelo;3;20.00;Não pago;1041;Centro-Oeste;Online;15;Nenhuma;Ferramenta;51.00;252.82
2025-01-11;Alicate;Vermelho;8;16.00;Não pago;1038;Norte;Loja Física;15;Nenhuma;Ferramenta;108.80;254.10
2025-01-11;Lanterna;Azul;5;25.00;Pago;1068;Oeste;Loja Física;10;Nenhuma;Eletrônico;112.50;231.92
2025-01-11;Parafuso;Verde;8;60.00;Não pago;1039;Leste;Online;5;Campanha A;Material;456.00;198.61
2025-01-11;Fita;Vermelho;2;45.00;Pago;1058;Centro-Oeste;Loja Física;5;Campanha A;Material;85.50;254.17
2025-01-11;Cola;Preto;7;9.00;Pago;1043;Sul;Online;15;Campanha A;Material;53.55;244.02
2025-01-11;Martelo;Vermelho;9;51.00;Pago;1064;Norte;Loja Física;10;Nenhuma;Ferramenta;413.10;247.13
2025-01-11;Parafuso;Vermelho;7;61.00;Pago;1073;Norte;Online;0;Campanha A;Material;427.00;230.82
2025-01-11;Parafuso;Preto;3;40.00;Pago;1010;Oeste;Loja Física;5;Campanha B;Material;114.00;218.96
2025-01-11;Marreta;Preto;7;61.00;Pago;1090;Oeste;Loja Física;15;Nenhuma;Ferramenta;362.95;231.73
2025-01-11;Lanterna;Vermelho;8;67.00;Pago;1086;Leste;Loja Física;0;Campanha B;Eletrônico;536.00;209.64
2025-01-11;Alicate;Preto;1;80.00;Pago;1083;Norte;Loja Física;15;Nenhuma;Ferramenta;68.00;248.57
2025-01-11;Alicate;Azul;3;50.00;Não pago;1004;Sul;Loja Física;0;Campanha B;Ferramenta;228.00;242.55
2025-01-11;Cola;Preto;5;15.00;Pago;1076;Sul;Loja Física;0;Campanha B;Material;75.00;207.96
2025-01-11;Marreta;Preto;6;53.00;Não pago;1073;Leste;Loja Física;0;Campanha B;Ferramenta;318.00;230.82
2025-01-11;Parafuso;Vermelho;3;4.00;Pago;1048;Norte;Loja Física;0;Campanha A;Material;12.00;241.48
2025-01-11;Fita;Azul;4;23.00;Não pago;1050;Oeste;Online;0;Campanha A;Material;92.00;233.85
2025-01-11;Marreta;Amarelo;5;27.00;Não pago;1035;Sul;Online;0;Nenhuma;Ferramenta;135.00;232.19
2025-01-11;Cola;Amarelo;3;37.00;Pago;1015;Centro-Oeste;Online;10;Campanha A;Material;99.90;275.42
2025-01-11;Cola;Verde;4;77.00;Não pago;1006;Leste;Loja Física;0;Campanha A;Material;308.00;223.34
2025-01-11;Marreta;Preto;5;43.00;Pago;1095;Sul;Loja Física;0;Campanha A;Ferramenta;215.00;237.81
2025-01-11;Cola;Preto;2;37.00;Não pago;1088;Centro-Oeste;Online;5;Nenhuma;Material;70.30;260.44
2025-01-11;Marreta;Azul;9;85.00;Pago;1043;Centro-Oeste;Online;5;Nenhuma;Ferramenta;726.75;244.02
2025-01-11;Martelo;Amarelo;8;29.00;Não pago;1025;Sul;Online;0;Campanha A;Ferramenta;232.00;231.28
2025-01-11;Marreta;Verde;6;29.00;Não pago;1035;Leste;Online;15;Nenhuma;Ferramenta;147.90;232.19
2025-01-12;Lanterna;Azul;3;49.00;Pago;1052;Centro-Oeste;Online;5;Nenhuma;Eletrônico;139.65;248.45
2025-01-12;Marreta;Preto;2;75.00;Não pago;1091;Centro-Oeste;Online;10;Nenhuma;Ferramenta;135.00;207.33
2025-01-12;Cola;Amarelo;7;51.00;Pago;1043;Norte;Online;10;Campanha A;Material;321.30;244.02
2025-01-12;Lanterna;Verde;8;50.00;Pago;1011;Norte;Online;10;Campanha A;Eletrônico;360.00;227.44
2025-01-12;Cola;Vermelho;1;28.00;Não pago;1089;Norte;Online;5;Campanha B;Material;26.60;232.72
2025-01-12;Alicate;Amarelo;6;74.00;Não pago;1067;Centro-Oeste;Online;10;Campanha B;Ferramenta;399.60;238.80
2025-01-12;Alicate;Verde;7;5.00;Não pago;1022;Centro-Oeste;Loja Física;10;Campanha B;Ferramenta;31.50;234.32
2025-01-12;Lanterna;Azul;9;56.00;Pago;1087;Leste;Loja Física;15;Nenhuma;Eletrônico;428.40;241.42
2025-01-12;Martelo;Vermelho;3;64.00;Pago;1094;Oeste;Loja Física;15;Campanha B;Ferramenta;163.20;198.10
2025-01-12;Alicate;Verde;2;89.00;Pago;1029;Norte;Online;5;Campanha B;Ferramenta;169.10;241.29
2025-01-12;Marreta;Verde;5;97.00;Pago;1062;Oeste;Online;0;Nenhuma;Ferramenta;485.00;254.36
2025-01-12;Cola;Preto;1;17.00;Não pago;1002;Norte;Loja Física;15;Nenhuma;Material;14.45;277.32
2025-01-12;Alicate;Amarelo;6;97.00;Pago;1079;Norte;Loja Física;0;Campanha A;Ferramenta;582.00;243.07
2025-01-12;Alicate;Preto;9;89.00;Pago;1033;Leste;Online;15;Campanha B;Ferramenta;680.85;218.25
2025-01-12;Martelo;Vermelho;9;97.00;Não pago;1091;Leste;Loja Física;15;Campanha A;Ferramenta;742.05;207.33
2025-01-12;Lanterna;Verde;7;55.00;Não pago;1048;Sul;Loja Física;15;Nenhuma;Eletrônico;327.25;241.48
2025-01-12;Lanterna;Preto;7;9.00;Não pago;1043;Norte;Loja Física;15;Campanha B;Eletrônico;53.55;244.02
2025-01-12;Parafuso;Amarelo;8;91.00;Pago;1040;Norte;Loja Física;0;Campanha B;Material;728.00;223.79
2025-01-12;Martelo;Vermelho;2;89.00;Não pago;1047;Norte;Loja Física;5;Campanha B;Ferramenta;169.10;228.32
2025-01-12;Marreta;Azul;6;68.00;Não pago;1070;Leste;Loja Física;0;Campanha A;Ferramenta;408.00;231.15
2025-01-12;Lanterna;Preto;5;73.00;Pago;1007;Norte;Loja Física;10;Campanha B;Eletrônico;328.50;236.13
2025-01-12;Cola;Vermelho;5;79.00;Pago;1006;Sul;Loja Física;0;Campanha A;Material;395.00;223.34
2025-01-12;Martelo;Azul;3;16.00;Pago;1036;Centro-Oeste;Loja Física;10;Campanha A;Ferramenta;43.20;249.16
2025-01-12;Alicate;Preto;3;16.00;Pago;1054;Sul;Online;0;Nenhuma;Ferramenta;48.00;229.21
2025-01-12;Cola;Vermelho;6;13.00;Não pago;1070;Centro-Oeste;Loja Física;0;Campanha B;Material;78.00;231.15
2025-01-12;Cola;Vermelho;7;78.00;Pago;1049;Leste;Online;15;Campanha A;Material;464.10;215.84
2025-01-12;Alicate;Preto;1;86.00;Não pago;1081;Oeste;Online;0;Campanha B;Ferramenta;86.00;234.18
2025-01-13;Martelo;Vermelho;3;85.00;Não pago;1020;Leste;Online;15;Campanha B;Ferramenta;216.75;229.44
2025-01-13;Alicate;Verde;1;73.00;Pago;1033;Oeste;Loja Física;5;Nenhuma;Ferramenta;69.35;218.25
2025-01-13;Parafuso;Preto;3;63.00;Pago;1048;Centro-Oeste;Loja Física;0;Campanha A;Material;189.00;241.48
2025-01-13;Cola;Vermelho;5;41.00;Pago;1026;Indefinida;Loja Física;15;Campanha A;Material;174.25;218.76
2025-01-13;Fita;Azul;9;53.00;Pago;1007;Centro-Oeste;Loja Física;10;Nenhuma;Material;429.30;236.13
2025-01-13;Fita;Azul;3;68.00;Não pago;1033;Oeste;Loja Física;15;Campanha A;Material;173.40;218.25
2025-01-13;Marreta;Verde;9;74.00;Pago;1017;Centro-Oeste;Loja Física;10;Campanha A;Ferramenta;599.40;251.90
2025-01-13;Lanterna;Preto;1;99.00;Pago;1050;Oeste;Loja Física;0;Campanha A;Eletrônico;99.00;233.85
2025-01-13;Alicate;Vermelho;6;9.00;Não pago;1011;Centro-Oeste;Loja Física;5;Nenhuma;Ferramenta;51.30;227.44
2025-01-13;Alicate;Vermelho;9;51.00;Não pago;1085;Sul;Loja Física;0;Campanha A;Ferramenta;459.00;235.54
2025-01-13;Marreta;Azul;5;48.00;Não pago;1050;Norte;Online;0;Campanha B;Ferramenta;240.00;233.85
2025-01-13;Marreta;Verde;2;80.00;Pago;1062;Sul;Loja Física;15;Nenhuma;Ferramenta;136.00;254.36
2025-01-13;Marreta;Azul;5;49.00;Não pago;1039;Leste;Loja Física;10;Nenhuma;Ferramenta;220.50;198.61
2025-01-13;Cola;Azul;1;18.00;Não pago;1021;Oeste;Loja Física;5;Nenhuma;Material;17.10;226.62
2025-01-13;Parafuso;Verde;9;10.00;Não pago;1007;Centro-Oeste;Online;10;Campanha A;Material;81.00;236.13
2025-01-13;Alicate;Preto;9;85.00;Pago;1027;Sul;Loja Física;5;Nenhuma;Ferramenta;726.75;256.87
2025-01-13;Cola;Vermelho;6;54.00;Não pago;1049;Sul;Loja Física;0;Campanha A;Material;324.00;215.84
2025-01-13;Marreta;Preto;9;79.00;Pago;1046;Centro-Oeste;Online;15;Campanha B;Ferramenta;604.35;250.01
2025-01-13;Alicate;Amarelo;3;15.00;Não pago;1055;Oeste;Loja Física;10;Nenhuma;Ferramenta;40.50;210.24
2025-01-13;Cola;Amarelo;4;11.00;Não pago;1031;Leste;Online;0;Nenhuma;Material;44.00;210.38
2025-01-13;Parafuso;Amarelo;6;40.00;Não pago;1010;Leste;Online;0;Nenhuma;Material;240.00;218.96
2025-01-13;Cola;Verde;4;47.00;Não pago;1020;Leste;Loja Física;15;Campanha B;Material;159.80;229.44
2025-01-13;Parafuso;Azul;1;20.00;Não pago;1025;Centro-Oeste;Loja Física;10;Campanha A;Material;18.00;231.28
2025-01-13;Marreta;Preto;7;98.00;Não pago;1013;Sul;Online;0;Nenhuma;Ferramenta;686.00;219.01
2025-01-13;Parafuso;Vermelho;5;22.00;Pago;1078;Leste;Loja Física;15;Campanha B;Material;93.50;242.70
2025-01-13;Alicate;Amarelo;8;48.00;Pago;1013;Sul;Online;5;Campanha A;Ferramenta;364.80;219.01
2025-01-13;Marreta;Preto;9;82.00;Pago;1075;Leste;Loja Física;0;Nenhuma;Ferramenta;738.00;240.01
2025-01-13;Alicate;Amarelo;5;16.00;Não pago;1099;Leste;Online;5;Campanha A;Ferramenta;76.00;238.75
2025-01-14;Fita;Amarelo;8;5.00;Pago;1002;Oeste;Loja Física;0;Nenhuma;Material;40.00;277.32
2025-01-14;Martelo;Vermelho;1;65.00;Não pago;1056;Centro-Oeste;Online;15;Campanha B;Ferramenta;55.25;203.09
2025-01-14;Parafuso;Verde;1;83.00;Pago;1006;Oeste;Online;5;Campanha A;Material;78.85;223.34
2025-01-14;Martelo;Azul;7;74.00;Não pago;1038;Sul;Online;15;Campanha B;Ferramenta;440.30;254.10
2025-01-14;Martelo;Verde;6;21.00;Pago;1056;Sul;Loja Física;10;Nenhuma;Ferramenta;113.40;203.09
2025-01-14;Parafuso;Preto;5;61.00;Não pago;1064;Centro-Oeste;Online;0;Campanha B;Material;305.00;247.13
2025-01-14;Marreta;Verde;5;77.00;Não pago;1024;Leste;Loja Física;10;Campanha A;Ferramenta;346.50;223.20
2025-01-14;Fita;Preto;9;55.00;Pago;1030;Centro-Oeste;Loja Física;10;Campanha A;Material;445.50;209.09
2025-01-14;Alicate;Preto;1;24.00;Não pago;1085;Leste;Online;5;Nenhuma;Ferramenta;22.80;235.54
2025-01-14;Cola;Azul;8;23.00;Pago;1009;Norte;Online;0;Campanha A;Material;184.00;246.80
2025-01-14;Alicate;Vermelho;2;87.00;Pago;1081;Norte;Loja Física;10;Nenhuma;Ferramenta;156.60;234.18
2025-01-14;Cola;Azul;7;11.00;Pago;1076;Centro-Oeste;Online;0;Campanha B;Material;77.00;207.96
2025-01-14;Alicate;Verde;6;47.00;Pago;1071;Norte;Online;15;Campanha B;Ferramenta;239.70;210.13
2025-01-14;Parafuso;Preto;2;2.00;Não pago;1008;Norte;Loja Física;5;Campanha B;Material;3.80;243.07
2025-01-14;Fita;Amarelo;3;70.00;Pago;1078;Sul;Online;10;Nenhuma;Material;189.00;242.70
2025-01-14;Cola;Amarelo;4;53.00;Não pago;1007;Leste;Loja Física;15;Campanha B;Material;180.20;236.13
2025-01-14;Lanterna;Preto;7;11.00;Não pago;1096;Norte;Online;15;Nenhuma;Eletrônico;65.45;230.83
2025-01-14;Marreta;Azul;8;15.00;Não pago;1098;Oeste;Online;5;Campanha B;Ferramenta;114.00;214.63
2025-01-14;Alicate;Vermelho;2;50.00;Pago;1018;Sul;Loja Física;15;Campanha B;Ferramenta;124.10;244.38
2025-01-14;Alicate;Azul;8;12.00;Não pago;1029;Leste;Online;15;Campanha A;Ferramenta;81.60;241.29
2025-01-14;Cola;Preto;9;36.00;Não pago;1008;Sul;Loja Física;10;Campanha B;Material;291.60;243.07
2025-01-14;Marreta;Preto;7;92.00;Pago;1082;Oeste;Online;15;Campanha B;Ferramenta;547.40;190.40
2025-01-14;Marreta;Vermelho;1;23.00;Não pago;1046;Leste;Online;5;Nenhuma;Ferramenta;21.85;250.01
2025-01-14;Parafuso;Verde;6;27.00;Não pago;1045;Centro-Oeste;Loja Física;15;Campanha A;Material;137.70;230.76
2025-01-14;Lanterna;Verde;8;88.00;Não pago;1089;Centro-Oeste;Loja Física;0;Nenhuma;Eletrônico;704.00;232.72
2025-01-14;Parafuso;Vermelho;5;14.00;Não pago;1000;Sul;Loja Física;15;Campanha B;Material;59.50;235.80
2025-01-14;Parafuso;Verde;2;54.00;Não pago;1002;Centro-Oeste;Loja Física;15;Campanha B;Material;91.80;277.32
2025-01-15;Parafuso;Amarelo;5;99.00;Pago;1033;Leste;Loja Física;15;Campanha A;Material;420.75;218.25
2025-01-15;Parafuso;Verde;8;27.00;Pago;1024;Oeste;Online;15;Campanha B;Material;183.60;223.20
2025-01-15;Parafuso;Verde;2;21.00;Pago;1029;Oeste;Loja Física;10;Nenhuma;Material;37.80;241.29
2025-01-15;Fita;Verde;1;49.00;Pago;1000;Indefinida;Loja Física;10;Nenhuma;Material;44.10;235.80
2025-01-15;Marreta;Amarelo;4;62.00;Pago;1017;Norte;Loja Física;0;Campanha A;Ferramenta;248.00;251.90
2025-01-15;Parafuso;Verde;4;77.00;Não pago;1032;Norte;Loja Física;10;Campanha B;Material;277.20;240.44
2025-01-15;Marreta;Amarelo;9;72.00;Pago;1008;Norte;Loja Física;5;Campanha A;Ferramenta;615.60;243.07
2025-01-15;Marreta;Vermelho;3;44.00;Não pago;1006;Centro-Oeste;Loja Física;10;Campanha B;Ferramenta;118.80;223.34
2025-01-15;Martelo;Azul;4;44.00;Não pago;1029;Centro-Oeste;Loja Física;10;Campanha B;Ferramenta;158.40;241.29
2025-01-15;Fita;Vermelho;3;98.00;Pago;1076;Centro-Oeste;Online;10;Campanha B;Material;264.60;207.96
2025-01-15;Parafuso;Azul;2;61.00;Pago;1080;Leste;Loja Física;5;Nenhuma;Material;115.90;217.39
2025-01-15;Alicate;Vermelho;4;42.00;Não pago;1012;Norte;Online;0;Campanha A;Ferramenta;168.00;233.55
2025-01-15;Cola;Azul;8;23.00;Não pago;1012;Sul;Online;15;Nenhuma;Material;156.40;233.55
2025-01-15;Lanterna;Azul;1;73.00;Pago;1041;Leste;Online;5;Nenhuma;Eletrônico;69.35;252.82
2025-01-15;Alicate;Preto;8;1.00;Pago;1073;Leste;Online;5;Nenhuma;Ferramenta;7.60;230.82
2025-01-15;Fita;Azul;8;36.00;Não pago;1077;Centro-Oeste;Loja Física;10;Campanha A;Material;259.20;243.96
2025-01-15;Cola;Azul;3;55.00;Não pago;1062;Centro-Oeste;Loja Física;10;Nenhuma;Material;148.50;254.36
2025-01-15;Fita;Preto;6;16.00;Pago;1068;Leste;Online;0;Nenhuma;Material;96.00;231.92
2025-01-15;Marreta;Verde;4;89.00;Pago;1035;Centro-Oeste;Loja Física;10;Campanha B;Ferramenta;320.40;232.19
2025-01-15;Cola;Verde;1;18.00;Pago;1034;Norte;Online;5;Campanha B;Material;17.10;233.87
2025-01-15;Marreta;Preto;1;98.00;Não pago;1045;Leste;Online;10;Nenhuma;Ferramenta;88.20;230.76
2025-01-15;Alicate;Amarelo;5;38.00;Não pago;1044;Leste;Online;10;Campanha A;Ferramenta;171.00;218.94
2025-01-15;Alicate;Azul;8;67.00;Não pago;1055;Leste;Online;0;Nenhuma;Ferramenta;536.00;210.24
2025-01-15;Cola;Azul;1;20.00;Não pago;1086;Centro-Oeste;Online;5;Campanha A;Material;19.00;209.64
2025-01-15;Cola;Preto;2;19.00;Pago;1004;Leste;Loja Física;5;Campanha B;Material;36.10;242.55
2025-01-15;Parafuso;Preto;7;13.00;Pago;1043;Sul;Loja Física;15;Campanha A;Material;77.35;244.02
2025-01-15;Fita;Amarelo;8;17.00;Não pago;1027;Sul;Loja Física;15;Nenhuma;Material;115.60;256.87
2025-01-15;Parafuso;Verde;3;78.00;Não pago;1086;Norte;Loja Física;0;Campanha B;Material;234.00;209.64
2025-01-16;Fita;Vermelho;8;30.00;Pago;1041;Leste;Loja Física;5;Campanha A;Material;228.00;252.82
2025-01-16;Parafuso;Verde;1;86.00;Não pago;1097;Leste;Online;5;Nenhuma;Material;81.70;213.03
2025-01-16;Marreta;Azul;9;43.00;Pago;1030;Centro-Oeste;Loja Física;10;Nenhuma;Ferramenta;348.30;209.09
2025-01-16;Cola;Preto;2;48.00;Pago;1006;Oeste;Online;0;Campanha A;Material;96.00;223.34
2025-01-16;Alicate;Amarelo;2;43.00;Não pago;1006;Oeste;Loja Física;0;Campanha A;Ferramenta;86.00;223.34
2025-01-16;Fita;Verde;4;93.00;Não pago;1003;Leste;Online;15;Campanha A;Material;316.20;228.96
2025-01-16;Fita;Amarelo;3;66.00;Pago;1031;Norte;Online;15;Nenhuma;Material;168.30;210.38
2025-01-16;Alicate;Verde;4;53.00;Pago;1027;Sul;Online;10;Campanha B;Ferramenta;190.80;256.87
2025-01-16;Parafuso;Azul;6;72.00;Não pago;1055;Leste;Online;15;Campanha B;Material;367.20;210.24
2025-01-16;Fita;Vermelho;7;78.00;Não pago;1003;Leste;Online;0;Nenhuma;Material;546.00;228.96
2025-01-16;Lanterna;Amarelo;5;34.00;Não pago;1007;Norte;Online;0;Campanha A;Eletrônico;170.00;236.13
2025-01-16;Marreta;Amarelo;2;77.00;Pago;1013;Norte;Loja Física;15;Nenhuma;Ferramenta;130.90;219.01
2025-01-16;Cola;Vermelho;3;74.00;Não pago;1029;Oeste;Loja Física;10;Nenhuma;Material;199.80;241.29
2025-01-16;Alicate;Amarelo;3;72.00;Pago;1002;Leste;Online;10;Nenhuma;Ferramenta;194.40;277.32
2025-01-16;Cola;Amarelo;5;71.00;Pago;1001;Leste;Online;15;Nenhuma;Material;301.75;230.52
2025-01-16;Lanterna;Verde;5;13.00;Não pago;1009;Centro-Oeste;Loja Física;5;Campanha B;Eletrônico;61.75;246.80
2025-01-16;Fita;Verde;4;90.00;Pago;1069;Sul;Online;5;Campanha A;Material;342.00;201.87
2025-01-16;Fita;Vermelho;8;56.00;Não pago;1070;Centro-Oeste;Loja Física;15;Nenhuma;Material;380.80;231.15
2025-01-16;Lanterna;Azul;6;59.00;Não pago;1015;Centro-Oeste;Online;10;Nenhuma;Eletrônico;318.60;275.42
2025-01-16;Alicate;Amarelo;6;32.00;Não pago;1069;Sul;Loja Física;15;Campanha A;Ferramenta;163.20;201.87
2025-01-16;Marreta;Azul;1;83.00;Não pago;1079;Leste;Online;15;Campanha A;Ferramenta;70.55;243.07
2025-01-16;Martelo;Vermelho;6;79.00;Não pago;1090;Oeste;Loja Física;0;Nenhuma;Ferramenta;474.00;231.73
2025-01-16;Alicate;Vermelho;3;54.00;Pago;1075;Sul;Loja Física;10;Nenhuma;Ferramenta;145.80;240.01
2025-01-16;Martelo;Verde;6;2.00;Não pago;1085;Norte;Loja Física;10;Campanha A;Ferramenta;10.80;235.54
2025-01-16;Lanterna;Amarelo;6;37.00;Pago;1078;Leste;Online;10;Campanha A;Eletrônico;199.80;242.70
2025-01-16;Parafuso;Preto;2;83.00;Não pago;1021;Sul;Loja Física;15;Campanha B;Material;141.10;226.62
2025-01-16;Martelo;Vermelho;1;97.00;Não pago;1034;Sul;Loja Física;5;Nenhuma;Ferramenta;92.15;233.87
2025-01-17;Marreta;Amarelo;3;33.00;Não pago;1078;Sul;Online;15;Campanha A;Ferramenta;84.15;242.70
2025-01-17;Parafuso;Azul;5;1.00;Não pago;1086;Oeste;Online;10;Campanha A;Material;4.50;209.64
2025-01-17;Martelo;Verde;4;28.00;Pago;1048;Centro-Oeste;Online;0;Campanha B;Ferramenta;112.00;241.48
2025-01-17;Lanterna;Azul;7;17.00;Não pago;1001;Centro-Oeste;Loja Física;10;Campanha B;Eletrônico;107.10;230.52
2025-01-17;Parafuso;Vermelho;4;57.00;Não pago;1065;Sul;Online;10;Campanha A;Material;205.20;270.19
2025-01-17;Lanterna;Vermelho;8;70.00;Não pago;1018;Sul;Loja Física;10;Nenhuma;Eletrônico;504.00;244.38
2025-01-17;Martelo;Azul;7;52.00;Pago;1068;Centro-Oeste;Loja Física;15;Nenhuma;Ferramenta;309.40;231.92
2025-01-17;Lanterna;Vermelho;9;44.00;Não pago;1003;Oeste;Loja Física;5;Nenhuma;Eletrônico;376.20;228.96
